58,868,Αλλεργική Κρίση,2024-04-11,2024-04-11
59,13,Αλλεργική Κρίση,2024-01-30,2024-02-18
60,751,Μηνιαίος Έλεγχος,2024-01-18,2024-02-01
61,434,Πυρετός,2023-05-29,2023-06-08
62,116,Καλαζάρ,2024-12-22,2025-01-03
63,979,Λύσσα,2023-07-22,2023-08-05
64,448,Εξέταση Αίματος,2023-04-03,2023-05-01
65,120,Στείρωση,2023-06-02,
66,620,Χειρουργείο,2023-06-07,2023-06-11
67,406,Κάταγμα,2024-08-17,2024-09-13
68,540,Κάταγμα,2023-11-18,2023-12-11
69,301,Χειρουργείο,2023-10-31,
70,447,Εξέταση Οδοντοστοιχίας,2024-02-15,
71,764,Καλαζάρ,2023-09-21,2023-10-12
72,437,Κάταγμα,2024-01-13,2024-02-11
73,920,Εξέταση Οδοντοστοιχίας,2023-12-11,2023-12-19
74,276,Στείρωση,2023-07-31,2023-08-15
75,873,Καλαζάρ,2023-06-03,
76,536,Χειρουργείο,2024-04-14,2024-05-08
77,426,Εξέταση Οδοντοστοιχίας,2023-08-18,2023-09-07
78,309,Πυρετός,2023-10-15,
79,312,Εξέταση Αίματος,2025-02-11,2025-02-22
80,978,Καλαζάρ,2024-10-19,2024-11-01
81,289,Στείρωση,2024-07-17,2024-07-30
82,647,Χειρουργείο,2023-09-06,
83,252,Κάταγμα,2023-04-20,2023-04-29
84,912,Εμβολιασμός,2023-09-15,2023-09-17
85,352,Εξέταση Αίματος,2023-11-29,
86,686,Πυρετός,2024-08-21,2024-09-08
87,784,Λύσσα,2024-09-21,2024-10-02
88,191,Εξέταση Αίματος,2023-02-26,2023-03-26
89,380,Γαστρεντερίτιδα,2024-12-12,2024-12-19
90,69,Καλαζάρ,2023-09-09,
91,43,Γαστρεντερίτιδα,2025-01-12,2025-02-07
92,591,Καλαζάρ,2024-04-28,2024-05-14
93,764,Πυρετός,2024-02-13,2024-02-25
94,422,Λύσσα,2024-05-04,2024-05-04
95,976,Μηνιαίος Έλεγχος,2024-03-21,2024-03-30
96,844,Γαστρεντερίτιδα,2024-06-20,2024-06-29
97,518,Εξέταση Οδοντοστοιχίας,2023-12-17,
98,514,Εξέταση Οδοντοστοιχίας,2024-04-14,2024-04-30
99,482,Αλλεργική Κρίση,2024-12-10,2024-12-16
100,379,Εξέταση Αίματος,2023-05-04,2023-05-23
101,374,Κάταγμα,2023-08-30,
102,622,Καλαζάρ,2024-08-02,2024-08-17
103,315,Καλαζάρ,2024-07-09,2024-07-29
104,343,Λύσσα,2023-09-05,2023-09-18
105,915,Εξέταση Οδοντοστοιχίας,2024-08-05,2024-08-22
106,493,Λύσσα,2024-07-09,
107,592,Πυρετός,2024-03-16,2024-04-11
108,790,Καλαζάρ,2023-08-07,2023-08-11
109,899,Γαστρεντερίτιδα,2023-07-20,2023-07-21
110,459,Εξέταση Αίματος,2023-05-07,2023-05-18
111,74,Στείρωση,2024-09-16,2024-10-15
112,395,Μηνιαίος Έλεγχος,2024-10-21,2024-11-17
113,270,Εξέταση Αίματος,2024-12-06,2024-12-07
114,286,Στείρωση,2025-01-08,2025-01-23
115,414,Πυρετός,2024-11-28,2024-12-23
116,867,Καλαζάρ,2024-06-24,
117,797,Αλλεργική Κρίση,2025-01-06,2025-02-04
118,63,Στείρωση,2023-06-06,2023-06-09
119,368,Πυρετός,2023-07-17,2023-07-31
120,819,Εξέταση Αίματος,2023-05-31,2023-06-11
121,934,Χειρουργείο,2023-04-20,2023-05-01
122,19,Κάταγμα,2024-01-13,2024-01-18
123,464,Λύσσα,2024-09-17,2024-10-09
124,649,Εμβολιασμός,2023-11-22,2023-12-14
125,858,Εξέταση Οδοντοστοιχίας,2023-03-17,2023-04-12
126,430,Χειρουργείο,2024-01-31,2024-02-28
127,394,Αλλεργική Κρίση,2024-02-06,2024-03-01
128,497,Εξέταση Οδοντοστοιχίας,2024-02-14,
129,155,Στείρωση,2024-05-02,
130,274,Εξέταση Οδοντοστοιχίας,2024-11-11,2024-12-10
131,744,Εξέταση Αίματος,2024-02-26,2024-03-14
132,316,Λύσσα,2024-08-27,2024-09-04
133,203,Εξέταση Αίματος,2024-01-02,2024-01-09
134,887,Αλλεργική Κρίση,2024-01-06,2024-02-05
135,205,Εμβολιασμός,2024-05-21,2024-06-20
136,987,Πυρετός,2023-03-04,2023-03-09
137,793,Καλαζάρ,2024-09-18,2024-10-04
138,309,Γαστρεντερίτιδα,2024-04-26,2024-05-09
139,172,Εξέταση Αίματος,2024-09-02,2024-09-04
140,266,Εμβολιασμός,2023-05-02,2023-05-24
141,55,Πυρετός,2024-08-07,2024-08-18
142,496,Κάταγμα,2023-10-01,2023-10-14
143,786,Πυρετός,2024-12-03,2024-12-15
144,182,Κάταγμα,2023-08-14,2023-08-25
145,609,Λύσσα,2024-05-09,2024-05-14
146,440,Χειρουργείο,2023-12-05,2023-12-20
147,46,Χειρουργείο,2024-06-21,2024-06-28
148,815,Εμβολιασμός,2024-01-11,2024-01-12
149,257,Αλλεργική Κρίση,2024-06-24,
150,555,Κάταγμα,2024-07-25,2024-07-25
151,496,Κάταγμα,2023-07-23,2023-08-18
152,405,Αλλεργική Κρίση,2023-08-15,
153,526,Λύσσα,2024-03-12,
154,676,Γαστρεντερίτιδα,2023-10-07,
155,117,Στείρωση,2024-01-12,2024-01-26
156,294,Γαστρεντερίτιδα,2025-01-07,2025-02-02
157,260,Εξέταση Οδοντοστοιχίας,2023-12-03,2023-12-27
158,830,Στείρωση,2023-08-18,2023-09-01
159,933,Χειρουργείο,2024-04-25,2024-05-12
160,343,Εμβολιασμός,2024-10-10,2024-11-06
161,723,Κάταγμα,2023-02-15,
162,278,Καλαζάρ,2024-01-26,2024-02-05
163,859,Χειρουργείο,2024-09-03,2024-09-04
164,708,Στείρωση,2024-06-03,2024-07-03
165,603,Χειρουργείο,2023-03-27,
166,730,Γαστρεντερίτιδα,2023-11-19,2023-12-17
167,636,Χειρουργείο,2024-02-14,2024-03-09
168,953,Μηνιαίος Έλεγχος,2024-04-17,2024-05-03
169,331,Λύσσα,2024-05-17,2024-05-29
170,393,Εξέταση Αίματος,2024-03-20,2024-03-23
171,764,Εξέταση Αίματος,2025-01-17,
172,344,Κάταγμα,2024-02-07,2024-02-08
173,265,Λύσσα,2024-11-05,2024-11-29
174,471,Χειρουργείο,2023-08-30,2023-09-21
175,871,Λύσσα,2024-01-27,
176,262,Γαστρεντερίτιδα,2023-05-29,2023-06-07
177,615,Εμβολιασμός,2024-06-04,2024-06-12
178,548,Μηνιαίος Έλεγχος,2023-09-27,2023-10-10
179,886,Πυρετός,2024-12-26,2025-01-18
180,496,Πυρετός,2023-07-05,2023-07-18
181,275,Πυρετός,2024-06-03,2024-06-22
182,471,Εμβολιασμός,2023-09-12,2023-10-08
183,930,Χειρουργείο,2023-10-22,2023-10-23
184,182,Καλαζάρ,2024-11-23,2024-12-09
185,538,Εξέταση Οδοντοστοιχίας,2024-01-09,2024-02-08
186,447,Εξέταση Οδοντοστοιχίας,2024-12-11,2025-01-02
187,603,Εξέταση Αίματος,2023-08-11,2023-08-18
188,414,Πυρετός,2025-01-21,2025-02-16
189,462,Εξέταση Οδοντοστοιχίας,2024-08-26,2024-09-08
190,155,Γαστρεντερίτιδα,2024-08-18,2024-08-25
191,780,Στείρωση,2023-07-12,2023-07-16
192,731,Χειρουργείο,2023-10-27,2023-11-24
193,759,Αλλεργική Κρίση,2023-09-01,2023-09-27
194,729,Εξέταση Οδοντοστοιχίας,2024-04-25,2024-05-01
195,672,Λύσσα,2024-02-09,2024-02-09
196,699,Μηνιαίος Έλεγχος,2023-09-22,
197,539,Χειρουργείο,2024-02-11,2024-02-22
198,296,Κάταγμα,2023-08-10,2023-08-16
199,872,Μηνιαίος Έλεγχος,2023-10-08,
200,371,Γαστρεντερίτιδα,2024-12-31,2025-01-08
201,339,Χειρουργείο,2024-12-09,2024-12-31
202,972,Εξέταση Αίματος,2024-08-12,2024-08-14
203,9,Στείρωση,2023-07-15,
204,270,Μηνιαίος Έλεγχος,2024-10-14,
205,303,Καλαζάρ,2024-11-30,
206,651,Μηνιαίος Έλεγχος,2024-05-06,2024-06-01
207,477,Αλλεργική Κρίση,2024-01-17,2024-02-07
208,819,Χειρουργείο,2024-09-20,2024-09-29
209,397,Μηνιαίος Έλεγχος,2023-09-20,2023-09-28
210,814,Εξέταση Αίματος,2023-03-31,2023-04-28
211,100,Εξέταση Οδοντοστοιχίας,2025-02-09,2025-02-22
212,104,Κάταγμα,2023-08-21,2023-08-26
213,945,Γαστρεντερίτιδα,2024-06-27,2024-07-01
214,637,Πυρετός,2023-12-01,2023-12-01
215,24,Μηνιαίος Έλεγχος,2024-12-12,2024-12-27
216,271,Αλλεργική Κρίση,2023-04-16,2023-05-05
217,896,Κάταγμα,2024-11-13,2024-12-10
218,621,Εμβολιασμός,2023-12-11,2023-12-23
219,53,Χειρουργείο,2024-08-22,2024-09-21
220,376,Εμβολιασμός,2023-05-14,2023-06-08
221,364,Λύσσα,2024-07-23,2024-08-20
222,952,Λύσσα,2024-01-14,2024-01-30
223,21,Στείρωση,2024-01-07,
224,853,Γαστρεντερίτιδα,2024-01-28,2024-01-31
225,237,Στείρωση,2024-03-31,
226,190,Καλαζάρ,2023-10-08,
227,729,Στείρωση,2024-11-12,2024-11-12
228,200,Γαστρεντερίτιδα,2024-05-13,2024-06-09
229,809,Αλλεργική Κρίση,2023-06-03,2023-06-03
230,49,Καλαζάρ,2023-11-24,2023-11-26
231,698,Αλλεργική Κρίση,2023-08-24,2023-09-18
232,802,Στείρωση,2023-03-24,2023-04-19
233,125,Εμβολιασμός,2023-11-09,
234,431,Λύσσα,2023-04-01,2023-04-06
235,695,Μηνιαίος Έλεγχος,2023-07-05,
236,98,Αλλεργική Κρίση,2024-06-09,2024-07-02
237,956,Μηνιαίος Έλεγχος,2024-04-12,2024-04-14
238,450,Λύσσα,2024-07-28,2024-08-02
239,903,Εμβολιασμός,2024-10-04,2024-10-18
240,438,Αλλεργική Κρίση,2024-07-19,2024-07-24
241,451,Λύσσα,2024-12-02,
242,229,Πυρετός,2023-10-13,2023-10-14
243,571,Στείρωση,2024-02-07,
244,439,Εξέταση Οδοντοστοιχίας,2024-10-07,
245,88,Εμβολιασμός,2023-04-12,
246,406,Χειρουργείο,2024-03-05,2024-04-03
247,814,Εξέταση Αίματος,2025-01-08,2025-01-08
248,283,Στείρωση,2023-07-25,2023-08-04
249,955,Στείρωση,2024-11-07,2024-11-14
250,655,Πυρετός,2024-04-27,2024-05-15
251,122,Αλλεργική Κρίση,2023-05-01,2023-05-21
252,282,Αλλεργική Κρίση,2023-04-09,2023-04-29
253,729,Εξέταση Αίματος,2023-03-25,2023-04-23
254,437,Λύσσα,2023-11-29,2023-12-24
255,698,Χειρουργείο,2024-12-28,2025-01-14
256,102,Καλαζάρ,2023-06-22,2023-06-28
257,244,Στείρωση,2023-06-02,2023-06-13
258,84,Χειρουργείο,2024-10-25,
259,410,Εμβολιασμός,2024-03-01,2024-03-28
260,76,Εξέταση Οδοντοστοιχίας,2024-03-20,2024-04-11
261,98,Γαστρεντερίτιδα,2023-08-22,
262,112,Μηνιαίος Έλεγχος,2024-12-21,2025-01-02
263,388,Καλαζάρ,2024-12-17,2025-01-10
264,308,Στείρωση,2023-04-08,2023-04-25
265,177,Χειρουργείο,2023-12-25,2023-12-29
266,575,Στείρωση,2024-10-18,2024-11-13
267,797,Εμβολιασμός,2023-07-21,2023-08-07
268,396,Εξέταση Αίματος,2024-09-05,2024-09-23
269,157,Εξέταση Οδοντοστοιχίας,2024-07-19,
270,372,Μηνιαίος Έλεγχος,2024-12-27,
271,474,Εμβολιασμός,2023-05-08,2023-06-01
272,626,Εξέταση Αίματος,2023-07-15,2023-08-11
273,20,Γαστρεντερίτιδα,2024-09-27,2024-10-03
274,683,Κάταγμα,2023-06-20,2023-07-09
275,672,Εξέταση Αίματος,2024-04-06,2024-04-27
276,452,Χειρουργείο,2023-12-25,
277,293,Καλαζάρ,2023-04-29,2023-05-04
278,686,Λύσσα,2023-04-21,2023-04-21
279,840,Εμβολιασμός,2023-09-23,2023-10-11
280,718,Γαστρεντερίτιδα,2025-02-10,2025-02-21
281,274,Εξέταση Αίματος,2024-02-26,2024-03-02
282,505,Πυρετός,2024-10-04,2024-10-21
283,759,Εξέταση Οδοντοστοιχίας,2024-03-23,
284,27,Μηνιαίος Έλεγχος,2024-05-08,
285,573,Κάταγμα,2024-11-04,2024-12-01
286,108,Καλαζάρ,2024-11-25,2024-12-04
287,343,Εμβολιασμός,2024-08-26,2024-09-10
288,761,Στείρωση,2023-10-09,
289,61,Πυρετός,2023-10-09,2023-10-09
290,762,Εξέταση Αίματος,2024-09-17,2024-09-26
291,485,Γαστρεντερίτιδα,2024-07-01,2024-07-10
292,289,Αλλεργική Κρίση,2024-07-17,2024-08-15
293,280,Κάταγμα,2025-01-19,2025-02-16
294,804,Κάταγμα,2024-07-12,2024-07-18
295,815,Αλλεργική Κρίση,2024-07-04,2024-07-17
296,931,Αλλεργική Κρίση,2023-04-02,2023-04-19
297,835,Εξέταση Αίματος,2024-07-28,2024-08-16
298,497,Εξέταση Αίματος,2024-08-09,2024-08-19
299,829,Χειρουργείο,2023-05-25,2023-06-09
300,3,Μηνιαίος Έλεγχος,2023-08-23,2023-09-12
301,48,Αλλεργική Κρίση,2023-04-24,2023-05-10
302,185,Μηνιαίος Έλεγχος,2023-10-30,2023-11-23
303,930,Στείρωση,2024-03-18,2024-04-03
304,995,Εξέταση Αίματος,2025-01-09,
305,506,Εμβολιασμός,2023-12-30,
306,771,Γαστρεντερίτιδα,2024-07-29,2024-08-12
307,899,Εμβολιασμός,2023-11-02,2023-11-03
308,941,Χειρουργείο,2024-08-08,2024-08-19
309,486,Λύσσα,2024-11-11,2024-11-21
310,526,Εξέταση Αίματος,2024-05-09,
311,199,Μηνιαίος Έλεγχος,2023-05-13,2023-05-21
312,330,Εξέταση Αίματος,2024-06-09,
313,199,Εξέταση Αίματος,2024-07-19,2024-08-12
314,344,Εξέταση Αίματος,2023-07-10,2023-07-18
315,828,Κάταγμα,2024-09-06,
316,282,Εμβολιασμός,2023-10-25,2023-11-15
317,332,Κάταγμα,2024-03-07,
318,845,Καλαζάρ,2024-09-08,2024-09-17
319,877,Χειρουργείο,2023-09-06,2023-10-02
320,452,Κάταγμα,2023-05-01,2023-05-06
321,585,Γαστρεντερίτιδα,2024-10-29,2024-11-26
322,920,Χειρουργείο,2024-09-04,2024-09-09
323,14,Εμβολιασμός,2024-02-16,2024-03-01
324,341,Αλλεργική Κρίση,2023-06-09,2023-06-18
325,338,Κάταγμα,2023-04-22,2023-04-27
326,787,Εξέταση Αίματος,2024-05-27,2024-06-06
327,976,Πυρετός,2024-05-12,2024-05-13
328,685,Εμβολιασμός,2024-04-23,2024-04-23
329,552,Αλλεργική Κρίση,2023-05-29,2023-06-03
330,782,Εξέταση Αίματος,2024-03-08,
331,409,Στείρωση,2024-05-13,
332,912,Εξέταση Οδοντοστοιχίας,2023-05-20,2023-06-15
333,528,Γαστρεντερίτιδα,2024-01-04,2024-01-05
334,331,Λύσσα,2024-06-03,
335,887,Στείρωση,2024-02-16,2024-02-25
336,175,Γαστρεντερίτιδα,2023-07-25,2023-08-08
337,472,Πυρετός,2024-01-02,2024-01-07
338,543,Στείρωση,2024-04-11,2024-04-24
339,108,Στείρωση,2024-12-20,2025-01-16
340,355,Πυρετός,2024-10-27,2024-11-21
341,691,Χειρουργείο,2024-12-15,2025-01-06
342,402,Λύσσα,2023-04-25,2023-05-24
343,121,Χειρουργείο,2023-12-01,2023-12-30
344,930,Εξέταση Οδοντοστοιχίας,2023-11-11,2023-11-22
345,722,Λύσσα,2024-08-02,2024-08-14
346,551,Πυρετός,2024-08-31,2024-09-04
347,525,Αλλεργική Κρίση,2023-11-25,2023-11-27
348,676,Καλαζάρ,2024-03-20,2024-03-26
349,884,Λύσσα,2024-12-24,2025-01-09
350,897,Εξέταση Οδοντοστοιχίας,2024-09-10,2024-09-17
351,391,Εξέταση Οδοντοστοιχίας,2024-03-22,2024-03-23
352,618,Εξέταση Αίματος,2023-03-13,2023-04-09
353,995,Αλλεργική Κρίση,2024-09-21,2024-09-25
354,577,Εξέταση Αίματος,2024-05-15,
355,741,Λύσσα,2024-11-24,2024-12-08
356,874,Εμβολιασμός,2023-04-30,2023-05-08
357,225,Καλαζάρ,2025-02-02,2025-02-05
358,733,Πυρετός,2023-02-21,2023-02-28
359,253,Κάταγμα,2023-12-23,2023-12-30
360,683,Εξέταση Οδοντοστοιχίας,2025-01-23,2025-01-27
361,912,Στείρωση,2024-10-27,2024-11-03
362,547,Στείρωση,2024-04-28,2024-04-30
363,161,Αλλεργική Κρίση,2023-05-27,2023-06-25
364,747,Πυρετός,2023-09-06,2023-09-08
365,418,Εξέταση Οδοντοστοιχίας,2025-02-06,2025-02-07
366,466,Εξέταση Αίματος,2025-01-26,2025-02-07
367,914,Χειρουργείο,2024-12-30,2025-01-29
368,722,Πυρετός,2024-02-24,2024-03-08
369,644,Εξέταση Οδοντοστοιχίας,2023-07-14,2023-07-28
370,740,Στείρωση,2024-11-13,
371,433,Αλλεργική Κρίση,2023-06-28,2023-07-17
372,868,Πυρετός,2024-06-11,2024-07-03
373,445,Χειρουργείο,2024-05-08,2024-05-19
374,852,Λύσσα,2023-07-07,2023-07-25
375,694,Γαστρεντερίτιδα,2023-10-15,
376,717,Λύσσα,2024-10-08,2024-10-31
377,808,Αλλεργική Κρίση,2024-11-10,2024-11-13
378,161,Αλλεργική Κρίση,2023-10-04,
379,455,Κάταγμα,2024-12-28,2025-01-13
380,289,Καλαζάρ,2024-07-06,
381,648,Στείρωση,2023-08-14,2023-09-05
382,24,Καλαζάρ,2024-06-09,2024-06-30
383,595,Χειρουργείο,2024-01-30,2024-02-13
384,667,Κάταγμα,2024-08-29,2024-09-04
385,210,Εμβολιασμός,2024-04-30,
386,116,Εμβολιασμός,2023-07-01,2023-07-19
387,870,Εμβολιασμός,2023-02-06,2023-02-14
388,126,Εξέταση Οδοντοστοιχίας,2024-01-30,
389,521,Εμβολιασμός,2024-06-13,2024-07-03
390,639,Κάταγμα,2024-03-10,2024-03-31
391,504,Εξέταση Αίματος,2023-11-29,2023-12-21
392,821,Λύσσα,2025-01-27,2025-02-21
393,673,Εξέταση Οδοντοστοιχίας,2024-06-05,2024-06-29
394,802,Καλαζάρ,2023-04-22,2023-04-23
395,2,Καλαζάρ,2024-02-18,2024-03-12
396,538,Γαστρεντερίτιδα,2024-04-07,
397,865,Γαστρεντερίτιδα,2023-03-21,2023-04-13
398,124,Αλλεργική Κρίση,2024-06-29,2024-07-08
399,839,Γαστρεντερίτιδα,2024-09-07,2024-09-14
400,36,Καλαζάρ,2023-03-01,2023-03-10
401,607,Πυρετός,2024-03-25,2024-03-26
402,355,Στείρωση,2023-07-23,2023-08-05
403,95,Λύσσα,2023-10-12,
404,326,Εξέταση Αίματος,2024-05-14,2024-05-31
405,268,Χειρουργείο,2023-11-29,2023-12-01
406,677,Λύσσα,2023-09-15,2023-09-20
407,493,Στείρωση,2023-09-03,2023-09-24
408,53,Εξέταση Οδοντοστοιχίας,2023-09-11,
409,23,Χειρουργείο,2024-04-30,2024-05-20
410,916,Αλλεργική Κρίση,2024-08-08,
411,100,Κάταγμα,2024-03-01,2024-03-22
412,13,Εμβολιασμός,2024-11-04,2024-12-01
413,90,Αλλεργική Κρίση,2025-01-01,2025-01-17
414,517,Εμβολιασμός,2025-01-10,
415,328,Χειρουργείο,2024-04-05,2024-04-23
416,110,Καλαζάρ,2023-02-13,2023-03-09
417,80,Εμβολιασμός,2023-08-31,2023-09-18
418,376,Πυρετός,2024-04-12,
419,447,Κάταγμα,2023-05-31,
420,565,Πυρετός,2024-12-03,2024-12-27
421,736,Πυρετός,2023-06-19,2023-06-19
422,992,Εξέταση Οδοντοστοιχίας,2024-11-29,2024-12-12
423,280,Εξέταση Οδοντοστοιχίας,2023-02-13,2023-03-11
424,911,Μηνιαίος Έλεγχος,2023-08-21,2023-08-23
425,261,Κάταγμα,2024-07-14,2024-07-16
426,850,Γαστρεντερίτιδα,2024-01-22,2024-02-11
427,737,Εξέταση Αίματος,2023-10-14,2023-10-21
428,602,Καλαζάρ,2024-12-26,2025-01-23
429,208,Καλαζάρ,2023-07-13,2023-08-06
430,970,Γαστρεντερίτιδα,2024-11-03,
431,695,Πυρετός,2024-07-23,2024-08-03
432,122,Γαστρεντερίτιδα,2023-12-30,2024-01-09
433,15,Λύσσα,2023-03-23,2023-04-19
434,444,Γαστρεντερίτιδα,2023-10-24,2023-11-02
435,727,Εξέταση Οδοντοστοιχίας,2024-03-16,2024-03-24
436,616,Εξέταση Αίματος,2023-11-01,2023-11-23
437,615,Κάταγμα,2024-05-15,2024-06-13
438,28,Πυρετός,2025-02-04,2025-02-25
439,469,Στείρωση,2023-06-11,2023-06-22
440,597,Πυρετός,2024-09-06,
441,278,Χειρουργείο,2024-08-12,
442,673,Λύσσα,2024-04-03,
443,997,Γαστρεντερίτιδα,2024-10-20,2024-11-08
444,82,Καλαζάρ,2023-04-21,2023-05-20
445,49,Πυρετός,2024-05-28,2024-06-25
446,646,Εξέταση Οδοντοστοιχίας,2024-05-19,2024-05-24
447,513,Στείρωση,2024-05-25,2024-06-11
448,974,Καλαζάρ,2024-10-30,2024-11-14
449,194,Γαστρεντερίτιδα,2024-08-17,2024-09-06
450,58,Στείρωση,2023-12-10,2023-12-22
451,956,Μηνιαίος Έλεγχος,2024-06-20,2024-07-13
452,551,Μηνιαίος Έλεγχος,2023-04-17,2023-04-23
453,74,Εξέταση Αίματος,2023-04-21,2023-05-17
454,75,Λύσσα,2024-11-07,2024-12-03
455,15,Μηνιαίος Έλεγχος,2024-03-17,2024-03-17
456,931,Χειρουργείο,2024-04-05,
457,116,Καλαζάρ,2023-02-22,2023-02-23
458,330,Στείρωση,2024-08-02,2024-08-03
459,835,Κάταγμα,2024-10-08,
460,862,Γαστρεντερίτιδα,2023-10-16,2023-11-13
461,224,Εμβολιασμός,2024-12-20,2025-01-16
462,637,Μηνιαίος Έλεγχος,2024-06-08,2024-06-14
463,777,Εξέταση Οδοντοστοιχίας,2024-04-04,2024-04-23
464,995,Γαστρεντερίτιδα,2025-01-30,2025-02-08
465,240,Μηνιαίος Έλεγχος,2023-11-11,2023-11-18
466,703,Χειρουργείο,2023-02-04,2023-02-10
467,114,Κάταγμα,2023-07-05,2023-07-19
468,66,Μηνιαίος Έλεγχος,2024-10-01,2024-10-23
469,908,Λύσσα,2024-10-01,2024-10-12
470,678,Γαστρεντερίτιδα,2023-07-14,2023-08-07
471,576,Γαστρεντερίτιδα,2023-02-24,2023-03-05
472,405,Κάταγμα,2024-03-25,2024-04-11
473,291,Λύσσα,2023-09-12,2023-09-15
474,30,Καλαζάρ,2023-09-27,2023-10-07
475,414,Χειρουργείο,2023-03-16,2023-04-11
476,576,Αλλεργική Κρίση,2024-08-29,2024-09-11
477,137,Αλλεργική Κρίση,2024-08-26,2024-09-16
478,333,Πυρετός,2023-08-05,2023-08-30
479,257,Αλλεργική Κρίση,2024-07-29,2024-08-10
480,477,Πυρετός,2024-07-19,2024-07-22
481,777,Στείρωση,2023-04-15,2023-05-08
482,986,Μηνιαίος Έλεγχος,2023-12-24,2024-01-15
483,147,Εμβολιασμός,2023-03-07,2023-03-25
484,553,Μηνιαίος Έλεγχος,2024-11-14,
485,760,Χειρουργείο,2023-12-02,2023-12-03
486,386,Εξέταση Αίματος,2023-10-16,
487,195,Εξέταση Αίματος,2023-03-29,2023-04-20
488,548,Εξέταση Αίματος,2024-05-23,
489,114,Λύσσα,2023-08-20,2023-09-02
490,894,Αλλεργική Κρίση,2023-08-16,2023-09-12
491,160,Γαστρεντερίτιδα,2024-05-03,2024-05-21
492,428,Κάταγμα,2024-09-13,
493,389,Μηνιαίος Έλεγχος,2023-12-04,2024-01-01
494,285,Καλαζάρ,2025-02-09,2025-02-09
495,795,Καλαζάρ,2023-12-23,
496,137,Πυρετός,2025-02-08,
497,524,Κάταγμα,2024-12-18,2025-01-09
498,986,Πυρετός,2024-01-22,2024-02-01
499,853,Γαστρεντερίτιδα,2024-02-15,2024-02-28
500,562,Εμβολιασμός,2024-02-25,2024-03-10
501,912,Γαστρεντερίτιδα,2023-02-15,2023-02-28
502,3,Πυρετός,2024-03-12,2024-03-21
503,836,Πυρετός,2023-09-01,2023-09-02
504,510,Μηνιαίος Έλεγχος,2024-10-03,2024-10-20
505,834,Αλλεργική Κρίση,2023-03-05,2023-03-25
506,670,Αλλεργική Κρίση,2023-03-04,2023-03-22
507,31,Λύσσα,2023-10-14,2023-11-07
