32,139,22,Ερπετό,Σαρκοφάγο,Ανακόντα,Γερακίνα,20,29,2023-01-22
33,486,22,Ερπετό,Σαρκοφάγο,Ανακόντα,Αριστόβουλος,12,28,2023-01-19
34,292,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Λουκία,26,20,2023-01-14
35,165,22,Ερπετό,Σαρκοφάγο,Ανακόντα,Ιωσηφίνα,6,21,2023-01-14
36,185,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Κορνήλιος,4,37,2023-01-29
37,596,25,Ερπετό,Φυτοφάγο,Χελώνα,Ανδρομέδα,131,28,2023-01-11
38,197,5,Θηλαστικό,Φυτοφάγο,Καμήλα,Θεόκλεια,24,177,2023-01-22
39,59,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Συμεωνία,17,71,2023-01-19
40,143,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Σπάρτη,53,49,2023-01-25
41,3,4,Θηλαστικό,Φυτοφάγο,Ελέφαντας,Μηνάς,5,730,2023-01-24
42,288,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Υάκινθος,33,3,2023-01-28
43,319,4,Θηλαστικό,Φυτοφάγο,Ελέφαντας,Σωτήρης,35,393,2023-01-23
44,347,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Αδαμάντιος,16,60,2023-01-12
45,511,12,Θηλαστικό,Φυτοφάγο,Λεμούριος Κιάττα,Ευμένιος,11,1,2023-01-23
46,122,10,Θηλαστικό,Φυτοφάγο,Κόκκινο Πάντα,Τρυφωνία,10,2,2023-01-26
47,322,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Προδρομία,3,133,2023-01-24
48,83,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Ζαφείρης,24,134,2023-01-27
49,425,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Ιερόθεος,25,3,2023-01-18
50,59,25,Ερπετό,Φυτοφάγο,Χελώνα,Λεμονής,125,24,2023-01-23
51,297,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Διονύσιος,15,147,2023-01-22
52,542,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Σολομών,14,295,2023-01-18
53,11,27,Πτηνό,Παμφάγο,Ασημένιος Φασιανός,Βρασίδας,1,1,2023-01-29
54,128,4,Θηλαστικό,Φυτοφάγο,Ελέφαντας,Θεανώ,12,562,2023-01-13
55,519,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Ευσταθία,22,41,2023-01-25
56,488,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Αρέθα,24,94,2023-01-26
57,350,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Παταπία,6,119,2023-01-13
58,80,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Λουίζα,30,129,2023-01-19
59,135,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Ράλλης,27,116,2023-01-28
60,537,15,Θηλαστικό,Σαρκοφάγο,Λεοπάρδαλη,Ρεγγίνα,14,11,2023-01-25
61,154,3,Θηλαστικό,Φυτοφάγο,Αντιλόπη του Νερού,Ραφαήλ,10,76,2023-01-18
62,557,13,Θηλαστικό,Φυτοφάγο,Λευκός Ρινόκερος,Σωτήρης,39,1480,2023-01-19
63,281,19,Ερπετό,Σαρκοφάγο,Αλιγάτορας,Πολύμνια,54,225,2023-01-23
64,82,26,Πτηνό,Φυτοφάγο,Χήνα,Άλκηστις,28,3,2023-01-28
65,35,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Ματθίλδη,29,40,2023-01-11
66,478,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Ραχήλ,21,1,2023-01-18
67,76,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Τριανταφυλλιά,7,296,2023-01-11
68,566,13,Θηλαστικό,Φυτοφάγο,Λευκός Ρινόκερος,Κλειώ,11,1529,2023-01-26
69,354,16,Θηλαστικό,Σαρκοφάγο,Ιπποπόταμος,Φλωρίνα,6,37,2023-01-28
70,358,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Ματίνα,22,296,2023-01-17
71,134,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Αριστέα,16,132,2023-01-19
72,488,24,Ερπετό,Σαρκοφάγο,Κροκόδειλος του Νείλου,Θεοφύλακτη,20,623,2023-01-11
73,287,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Ιερώνυμος,5,75,2023-01-21
74,60,28,Πτηνό,Σαρκοφάγο,Ασπροκέφαλος Γύπας,Κασσιανή,20,5,2023-01-18
75,130,3,Θηλαστικό,Φυτοφάγο,Αντιλόπη του Νερού,Χάρις,11,129,2023-01-21
76,471,19,Ερπετό,Σαρκοφάγο,Αλιγάτορας,Παντελία,27,202,2023-01-11
77,229,30,Πτηνό,Φυτοφάγο,Βούκερος ο Υδροκόρακας,Νικόδημος,7,3,2023-01-21
78,97,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Βασίλειος,31,3,2023-01-25
79,444,12,Θηλαστικό,Φυτοφάγο,Λεμούριος Κιάττα,Σέργιος,19,3,2023-01-15
80,44,26,Πτηνό,Φυτοφάγο,Χήνα,Αστέρω,11,1,2023-01-31
81,8,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Θεοπίστη,5,147,2023-01-28
82,101,15,Θηλαστικό,Σαρκοφάγο,Λεοπάρδαλη,Αχιλλέας,12,17,2023-01-18
83,136,4,Θηλαστικό,Φυτοφάγο,Ελέφαντας,Αντιγόνη,32,487,2023-01-14
84,330,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Πολυκράτης,25,110,2023-01-27
85,155,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Ζήνων,35,21,2023-01-25
86,224,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Μένανδρος,1,70,2023-01-20
87,369,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Κομνηνή,25,112,2023-01-24
88,375,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Σμαράγδα,11,227,2023-01-14
89,558,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Κλεόπας,12,168,2023-01-25
90,20,14,Θηλαστικό,Σαρκοφάγο,Λιοντάρι,Κλεάνθης,4,106,2023-01-14
91,505,30,Πτηνό,Φυτοφάγο,Βούκερος ο Υδροκόρακας,Εμμανουήλ,35,1,2023-01-18
92,76,30,Πτηνό,Φυτοφάγο,Βούκερος ο Υδροκόρακας,Σωκράτης,51,1,2023-01-31
93,35,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Κωστούλα,6,110,2023-01-19
94,346,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Φλωρίνα,45,58,2023-01-18
95,70,27,Πτηνό,Παμφάγο,Ασημένιος Φασιανός,Αστέρω,9,2,2023-01-16
96,271,6,Θηλαστικό,Σαρκοφάγο,Γκρίζος Λύκος,Πηνελόπη,6,32,2023-01-16
97,81,20,Ερπετό,Σαρκοφάγο,Βόας,Γαλήνη,17,18,2023-01-28
98,567,20,Ερπετό,Σαρκοφάγο,Βόας,Λαυρέντιος,24,14,2023-01-24
99,431,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Βάιος,8,79,2023-01-29
100,411,26,Πτηνό,Φυτοφάγο,Χήνα,Κατερίνα,6,1,2023-01-23
101,571,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Ίρις,15,245,2023-01-11
102,51,2,Θηλαστικό,Παμφάγο,Αλεπού Φέννεκ,Μαγδαληνός,5,1,2023-01-12
103,202,12,Θηλαστικό,Φυτοφάγο,Λεμούριος Κιάττα,Δίκαιος,18,1,2023-01-22
104,478,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Παναγιώτης,10,34,2023-01-12
105,31,13,Θηλαστικό,Φυτοφάγο,Λευκός Ρινόκερος,Σάββας,48,2942,2023-01-29
106,214,20,Ερπετό,Σαρκοφάγο,Βόας,Ισίδωρος,9,18,2023-01-11
107,367,5,Θηλαστικό,Φυτοφάγο,Καμήλα,Αμβροσία,19,100,2023-01-19
108,376,8,Θηλαστικό,Φυτοφάγο,Ζέβρα,Ευλαμπία,6,156,2023-01-23
109,451,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Ιωσήφ,13,296,2023-01-11
110,23,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Λαέρτης,21,1,2023-01-30
111,560,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Άγγελος,46,60,2023-01-12
112,98,6,Θηλαστικό,Σαρκοφάγο,Γκρίζος Λύκος,Ερωφίλη,1,42,2023-01-23
113,470,2,Θηλαστικό,Παμφάγο,Αλεπού Φέννεκ,Αβραάμ,4,1,2023-01-13
114,436,3,Θηλαστικό,Φυτοφάγο,Αντιλόπη του Νερού,Παρθένα,5,100,2023-01-25
115,293,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Λύσανδρος,17,51,2023-01-27
116,514,10,Θηλαστικό,Φυτοφάγο,Κόκκινο Πάντα,Πελοπίδας,8,1,2023-01-29
117,599,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Πέτρος,15,33,2023-01-20
118,272,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Χριστοφόρα,17,1,2023-01-24
119,364,19,Ερπετό,Σαρκοφάγο,Αλιγάτορας,Ηώ,31,314,2023-01-14
120,424,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Βρυσηίς,12,76,2023-01-23
121,475,5,Θηλαστικό,Φυτοφάγο,Καμήλα,Ραφαήλ,23,204,2023-01-15
122,74,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Τρυφωνία,12,122,2023-01-11
123,557,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Διονύσιος,10,261,2023-01-17
124,334,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Πολύδωρα,12,80,2023-01-13
125,125,10,Θηλαστικό,Φυτοφάγο,Κόκκινο Πάντα,Θεόφραστος,10,2,2023-01-29
126,247,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Χρυσαφένια,19,2,2023-01-11
127,565,10,Θηλαστικό,Φυτοφάγο,Κόκκινο Πάντα,Σοφοκλής,6,2,2023-01-25
128,35,2,Θηλαστικό,Παμφάγο,Αλεπού Φέννεκ,Αρτέμης,7,1,2023-01-29
129,294,6,Θηλαστικό,Σαρκοφάγο,Γκρίζος Λύκος,Χαράλαμπος,5,33,2023-01-31
130,234,30,Πτηνό,Φυτοφάγο,Βούκερος ο Υδροκόρακας,Ιουλιανός,50,1,2023-01-26
131,227,5,Θηλαστικό,Φυτοφάγο,Καμήλα,Αλκινόη,6,155,2023-01-31
132,241,30,Πτηνό,Φυτοφάγο,Βούκερος ο Υδροκόρακας,Βαλάντω,38,3,2023-01-18
133,517,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Ευμένιος,7,125,2023-01-11
134,532,28,Πτηνό,Σαρκοφάγο,Ασπροκέφαλος Γύπας,Διαμαντούλα,14,4,2023-01-21
135,539,22,Ερπετό,Σαρκοφάγο,Ανακόντα,Ακρίτας,15,11,2023-01-17
136,24,19,Ερπετό,Σαρκοφάγο,Αλιγάτορας,Κλεόπας,60,219,2023-01-19
137,495,25,Ερπετό,Φυτοφάγο,Χελώνα,Ξανθός,104,45,2023-01-11
138,283,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Θεολόγος,6,51,2023-01-17
139,109,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Ουρανία,56,37,2023-01-22
140,263,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Μυρτώ,21,213,2023-01-17
141,562,27,Πτηνό,Παμφάγο,Ασημένιος Φασιανός,Ναυσικά,1,2,2023-01-13
142,495,16,Θηλαστικό,Σαρκοφάγο,Ιπποπόταμος,Ευστράτιος,9,41,2023-01-15
143,75,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Θεολογία,6,232,2023-01-11
144,585,22,Ερπετό,Σαρκοφάγο,Ανακόντα,Μιχαήλ,13,26,2023-01-25
145,457,4,Θηλαστικό,Φυτοφάγο,Ελέφαντας,Πολύβιος,17,581,2023-01-18
146,419,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Αθανάσιος,4,284,2023-01-27
147,428,25,Ερπετό,Φυτοφάγο,Χελώνα,Ροδόφλος,63,31,2023-01-25
148,467,14,Θηλαστικό,Σαρκοφάγο,Λιοντάρι,Μαγδαληνός,15,299,2023-01-27
149,418,13,Θηλαστικό,Φυτοφάγο,Λευκός Ρινόκερος,Όθων,14,1406,2023-01-29
150,541,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Φραντζέσκα,23,33,2023-01-31
151,258,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Παύλος,13,2,2023-01-15
152,167,8,Θηλαστικό,Φυτοφάγο,Ζέβρα,Θέκλα,26,181,2023-01-30
153,50,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Αρίσταρχος,7,80,2023-01-26
154,255,22,Ερπετό,Σαρκοφάγο,Ανακόντα,Βενέτιος,12,27,2023-01-11
155,266,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Ελευθερία,14,59,2023-01-11
156,8,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Φρύνη,21,103,2023-01-12
157,379,25,Ερπετό,Φυτοφάγο,Χελώνα,Βέρα,51,18,2023-01-12
158,450,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Διαλεκτή,30,77,2023-01-14
159,23,16,Θηλαστικό,Σαρκοφάγο,Ιπποπόταμος,Λαυρέντιος,12,50,2023-01-29
160,37,13,Θηλαστικό,Φυτοφάγο,Λευκός Ρινόκερος,Μενέλαος,49,1039,2023-01-20
161,365,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Δανιήλ,10,119,2023-01-23
162,17,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Σπάρτη,14,52,2023-01-29
163,576,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Κλεοπάτρα,43,41,2023-01-15
164,394,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Ευσέβιος,12,152,2023-01-19
165,17,24,Ερπετό,Σαρκοφάγο,Κροκόδειλος του Νείλου,Ροδόφλος,17,668,2023-01-13
166,273,2,Θηλαστικό,Παμφάγο,Αλεπού Φέννεκ,Οδυσσέας,1,1,2023-01-14
167,58,13,Θηλαστικό,Φυτοφάγο,Λευκός Ρινόκερος,Ανθούλης,41,2097,2023-01-15
168,490,25,Ερπετό,Φυτοφάγο,Χελώνα,Θεοδούλη,52,38,2023-01-17
169,142,6,Θηλαστικό,Σαρκοφάγο,Γκρίζος Λύκος,Θεμιστόκλεια,6,34,2023-01-30
170,531,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Αντώνιος,5,92,2023-01-28
171,251,26,Πτηνό,Φυτοφάγο,Χήνα,Χρύσανθος,16,2,2023-01-29
172,309,25,Ερπετό,Φυτοφάγο,Χελώνα,Λαοκράτης,103,39,2023-01-29
173,375,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Αιμιλιανός,25,110,2023-01-28
174,388,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Περικλεία,13,65,2023-01-31
175,410,14,Θηλαστικό,Σαρκοφάγο,Λιοντάρι,Βενετία,16,274,2023-01-25
176,131,16,Θηλαστικό,Σαρκοφάγο,Ιπποπόταμος,Ερωφίλη,3,52,2023-01-15
177,559,6,Θηλαστικό,Σαρκοφάγο,Γκρίζος Λύκος,Φρειδερίκος,10,22,2023-01-22
178,302,15,Θηλαστικό,Σαρκοφάγο,Λεοπάρδαλη,Παντελεήμων,2,22,2023-01-17
179,398,26,Πτηνό,Φυτοφάγο,Χήνα,Φλωρίνα,11,1,2023-01-26
180,382,5,Θηλαστικό,Φυτοφάγο,Καμήλα,Μιράντα,17,143,2023-01-27
181,486,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Προμηθέας,7,170,2023-01-31
182,137,6,Θηλαστικό,Σαρκοφάγο,Γκρίζος Λύκος,Ραφαήλ,4,40,2023-01-14
183,7,19,Ερπετό,Σαρκοφάγο,Αλιγάτορας,Μελέτιος,33,295,2023-01-30
184,345,20,Ερπετό,Σαρκοφάγο,Βόας,Φιλίππα,13,17,2023-01-15
185,444,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Στεργιαννώ,4,115,2023-01-11
186,50,30,Πτηνό,Φυτοφάγο,Βούκερος ο Υδροκόρακας,Χρυσόστομη,2,2,2023-01-19
187,579,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Ναθαναήλ,13,127,2023-01-23
188,61,14,Θηλαστικό,Σαρκοφάγο,Λιοντάρι,Κλειώ,2,147,2023-01-29
189,520,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Θεοχάρης,11,49,2023-01-26
190,494,25,Ερπετό,Φυτοφάγο,Χελώνα,Πούλια,128,30,2023-01-17
191,6,8,Θηλαστικό,Φυτοφάγο,Ζέβρα,Αθηναγόρας,10,164,2023-01-13
192,225,22,Ερπετό,Σαρκοφάγο,Ανακόντα,Πασχαλιά,17,20,2023-01-29
193,509,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Στεργιανή,7,92,2023-01-24
194,482,24,Ερπετό,Σαρκοφάγο,Κροκόδειλος του Νείλου,Μαρωτέσα,13,693,2023-01-17
195,327,10,Θηλαστικό,Φυτοφάγο,Κόκκινο Πάντα,Ορέστης,8,2,2023-01-31
196,571,2,Θηλαστικό,Παμφάγο,Αλεπού Φέννεκ,Γιάννης,2,1,2023-01-25
197,236,15,Θηλαστικό,Σαρκοφάγο,Λεοπάρδαλη,Γεράσιμος,16,10,2023-01-30
198,222,19,Ερπετό,Σαρκοφάγο,Αλιγάτορας,Θωμαίς,2,229,2023-01-18
199,529,30,Πτηνό,Φυτοφάγο,Βούκερος ο Υδροκόρακας,Πύρρος,15,2,2023-01-11
200,137,30,Πτηνό,Φυτοφάγο,Βούκερος ο Υδροκόρακας,Ακριβή,42,1,2023-01-20
201,128,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Κλειώ,14,114,2023-01-29
202,363,12,Θηλαστικό,Φυτοφάγο,Λεμούριος Κιάττα,Σουμέλα,22,1,2023-01-14
203,278,20,Ερπετό,Σαρκοφάγο,Βόας,Ρηγούλα,26,12,2023-01-29
204,439,3,Θηλαστικό,Φυτοφάγο,Αντιλόπη του Νερού,Μακάριος,3,56,2023-01-27
205,240,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Διομήδης,2,114,2023-01-16
206,201,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Χάιδω,27,30,2023-01-15
207,120,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Πολυνίκη,29,169,2023-01-19
208,53,24,Ερπετό,Σαρκοφάγο,Κροκόδειλος του Νείλου,Χαρίλαος,46,741,2023-01-16
209,394,2,Θηλαστικό,Παμφάγο,Αλεπού Φέννεκ,Μεγακλής,1,1,2023-01-12
210,257,28,Πτηνό,Σαρκοφάγο,Ασπροκέφαλος Γύπας,Ροδόκλεια,3,2,2023-01-20
211,181,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Οδύσσεια,17,60,2023-01-28
212,510,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Μαριάνθη,23,135,2023-01-31
213,468,13,Θηλαστικό,Φυτοφάγο,Λευκός Ρινόκερος,Ερωτόκριτος,33,1490,2023-01-24
214,562,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Ερμής,20,109,2023-01-14
215,208,26,Πτηνό,Φυτοφάγο,Χήνα,Θεόφραστος,14,1,2023-01-23
216,412,4,Θηλαστικό,Φυτοφάγο,Ελέφαντας,Αστέριος,6,407,2023-01-12
217,553,5,Θηλαστικό,Φυτοφάγο,Καμήλα,Μιχαέλα,24,205,2023-01-31
218,198,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Όλγα,12,97,2023-01-13
219,11,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Επιστήμη,17,89,2023-01-31
220,594,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Θεμιστοκλής,13,205,2023-01-25
221,432,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Δήμητρα,4,248,2023-01-15
222,447,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Μυρσίνη,8,110,2023-01-18
223,313,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Ευστρατία,24,42,2023-01-14
224,102,18,Θηλαστικό,Παμφάγο,Χιμπατζής,Βύρων,33,48,2023-01-22
225,99,20,Ερπετό,Σαρκοφάγο,Βόας,Πωλίνα,10,21,2023-01-26
226,520,28,Πτηνό,Σαρκοφάγο,Ασπροκέφαλος Γύπας,Δίκαιος,5,2,2023-01-31
227,51,24,Ερπετό,Σαρκοφάγο,Κροκόδειλος του Νείλου,Παυλίνα,2,983,2023-01-28
228,176,15,Θηλαστικό,Σαρκοφάγο,Λεοπάρδαλη,Αλκμήνη,18,28,2023-01-15
229,291,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Νίκων,19,29,2023-01-13
230,140,17,Θηλαστικό,Σαρκοφάγο,Τίγρης,Φιλήμων,12,65,2023-01-15
231,452,2,Θηλαστικό,Παμφάγο,Αλεπού Φέννεκ,Τσαμπίκα,3,1,2023-01-26
232,16,24,Ερπετό,Σαρκοφάγο,Κροκόδειλος του Νείλου,Αριστόβουλος,13,812,2023-01-22
233,433,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Πολύβιος,5,84,2023-01-23
234,101,20,Ερπετό,Σαρκοφάγο,Βόας,Ζαφείριος,12,15,2023-01-27
235,469,8,Θηλαστικό,Φυτοφάγο,Ζέβρα,Λουίζα,14,221,2023-01-13
236,356,28,Πτηνό,Σαρκοφάγο,Ασπροκέφαλος Γύπας,Νεφέλη,2,5,2023-01-24
237,175,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Σταμάτιος,22,279,2023-01-26
238,509,24,Ερπετό,Σαρκοφάγο,Κροκόδειλος του Νείλου,Εφραίμ,30,501,2023-01-21
239,494,4,Θηλαστικό,Φυτοφάγο,Ελέφαντας,Ναταλίνα,29,668,2023-01-23
240,214,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Πάρις,6,96,2023-01-22
241,76,5,Θηλαστικό,Φυτοφάγο,Καμήλα,Πανορμίτης,18,194,2023-01-30
242,224,11,Θηλαστικό,Φυτοφάγο,Κρι-κρι,Μαριλένα,7,27,2023-01-13
243,81,10,Θηλαστικό,Φυτοφάγο,Κόκκινο Πάντα,Ακριβή,8,1,2023-01-15
244,532,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Ελευθέριος,5,157,2023-01-28
245,99,12,Θηλαστικό,Φυτοφάγο,Λεμούριος Κιάττα,Γεσθημανή,20,3,2023-01-30
246,600,12,Θηλαστικό,Φυτοφάγο,Λεμούριος Κιάττα,Παναγής,19,3,2023-01-23
247,393,1,Θηλαστικό,Φυτοφάγο,Άγριο Γαϊδούρι,Ηλέκτρα,6,71,2023-01-19
248,295,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Αποστολία,1,158,2023-01-30
249,297,7,Θηλαστικό,Φυτοφάγο,Καμηλοπάρδαλη,Φλοριάντ,17,214,2023-01-25
250,228,29,Πτηνό,Παμφάγο,Βασιλικός Γύπας,Βελισσαρία,7,1,2023-01-11
251,11,25,Ερπετό,Φυτοφάγο,Χελώνα,Θεοδούλη,27,36,2023-01-23
252,308,23,Ερπετό,Σαρκοφάγο,Δράκος του Κόμοντο,Θεοδόσιος,40,88,2023-01-26
253,402,9,Θηλαστικό,Παμφάγο,Καφέ αρκούδα,Θεοφάνης,22,212,2023-01-20
254,2,21,Ερπετό,Σαρκοφάγο,Πύθωνας,Ζαμπέτα,28,98,2023-01-28
